order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
1ba67e0d279c5e0450f239cd204ec087,ab19d08575e1233e9d888c171de745de,delivered,2023-01-09 06:26:23,2023-01-11 06:26:23,2023-01-13 06:26:23,2023-01-15 06:26:23,2023-01-13 06:26:23
fccce0722c4e0dbe4e7c1eab541c9de0,c6cd4108f5acacf3022a93bc29b1df10,delivered,2023-12-28 02:14:52,2023-12-30 02:14:52,2024-01-04 02:14:52,2024-01-06 02:14:52,2024-01-06 02:14:52
588e2aa5d129c9b6c448bf7a7c122108,76c985016f1f2473777b54c1daa2f322,delivered,2023-02-05 12:15:22,2023-02-06 12:15:22,2023-02-07 12:15:22,2023-02-10 12:15:22,2023-02-13 12:15:22
f0bf8cb0ef1dd7bce9599459be112efb,8eb2993a8a06b1c08e6ee73f5ae198be,processing,2023-08-18 10:08:20,2023-08-19 10:08:20,2023-08-24 10:08:20,,2023-08-26 10:08:20
3820d212aa4e6feb083f47e088895402,92a9d2a0f1052b6cedb0235a852e55cb,invoiced,2023-06-25 09:08:44,2023-06-28 09:08:44,2023-06-30 09:08:44,,2023-06-30 09:08:44
d96859d3a79e6a3f9532e7c2526e51c2,7e8cb19d851a496b50d5f4ff1a5caf29,delivered,2023-06-13 00:45:43,2023-06-15 00:45:43,2023-06-20 00:45:43,2023-06-23 00:45:43,2023-06-20 00:45:43
a9e241efc325cb667b26dbaf06548a81,f1f2f416b598694b0e8bba51a55db446,canceled,2023-07-24 06:14:54,2023-07-24 06:14:54,2023-07-26 06:14:54,,2023-07-28 06:14:54
31ac048db2d1d1dc54aeb8d88f40c158,a8a5288b3004a88d354eb1c6ce03109b,delivered,2023-10-07 15:48:36,2023-10-08 15:48:36,2023-10-11 15:48:36,2023-10-16 15:48:36,2023-10-17 15:48:36
0442d0c2ee7a7d8cfa4dbc162429b621,4d59975a01c71d70f3b2a2e4a45e264b,delivered,2023-10-11 15:41:20,2023-10-13 15:41:20,2023-10-16 15:41:20,2023-10-21 15:41:20,2023-10-15 15:41:20
241498c1bfe9dd1d7d69f4b12b180e60,98ffe2d95acfc01400c8a86b1894483c,delivered,2023-08-25 12:52:24,2023-08-28 12:52:24,2023-08-29 12:52:24,2023-09-03 12:52:24,2023-09-03 12:52:24
b200eb836d0a52383be826c2cc0786dc,098d2f129a31e399698e3b36a45c17ff,shipped,2023-03-29 19:12:06,2023-03-31 19:12:06,2023-04-04 19:12:06,,2023-04-08 19:12:06
ed28ee8eae3d6b8aefecc2738f1f3ac3,0da36f15d8287e03856255a3f8caeed0,delivered,2023-04-06 19:48:51,2023-04-08 19:48:51,2023-04-12 19:48:51,2023-04-19 19:48:51,2023-04-13 19:48:51
39188f52bb17bcf0f76a6a590e81a4c9,3ab0723a0bdf6216b15e2cc2f280a7ba,canceled,2023-04-18 11:34:31,2023-04-19 11:34:31,2023-04-24 11:34:31,,2023-04-28 11:34:31
776781f6da84a2afd265f662d915399e,618bfcafb27510c89346a60a8a9c9b1e,shipped,2023-05-20 16:39:51,2023-05-22 16:39:51,2023-05-23 16:39:51,,2023-05-25 16:39:51
259aa0742d047c69f17978894a459961,0bd93fb7e89c69a8522a465d136da496,shipped,2023-01-03 19:24:29,2023-01-06 19:24:29,2023-01-10 19:24:29,,2023-01-11 19:24:29
8ccd1747f569c16c845c2ace52df2276,be8dfe4e31c596b3622f74975f56afee,delivered,2023-01-24 18:15:06,2023-01-27 18:15:06,2023-01-31 18:15:06,2023-02-01 18:15:06,2023-02-02 18:15:06
490d2848c0e93a07a8397db15f32fce0,1f932881fe71d7b84df386e8ed4c6e8d,delivered,2023-04-11 07:42:58,2023-04-12 07:42:58,2023-04-16 07:42:58,2023-04-20 07:42:58,2023-04-17 07:42:58
3abc69d9a0f548c378df6987b0176a01,f067b37c20df2d5aa94d01e72ed50729,delivered,2023-02-10 09:16:51,2023-02-12 09:16:51,2023-02-13 09:16:51,2023-02-20 09:16:51,2023-02-17 09:16:51
c6e13e4f2907af8ed5402c1e967562f2,f1f2f416b598694b0e8bba51a55db446,delivered,2023-08-29 04:25:42,2023-08-29 04:25:42,2023-09-03 04:25:42,2023-09-07 04:25:42,2023-09-04 04:25:42
953aa707768a59951d330df4b32de0b6,bd4014ff1b8383a2b61a57ae22652f75,delivered,2023-05-22 09:00:37,2023-05-25 09:00:37,2023-05-29 09:00:37,2023-06-03 09:00:37,2023-05-27 09:00:37
afe1b7eaa72c88355a8294a5b56f5511,c2ded81a225343cf4b0ab01468eb41e4,invoiced,2023-02-04 16:14:13,2023-02-05 16:14:13,2023-02-06 16:14:13,,2023-02-12 16:14:13
50d041747ca5278bb1c754c934e35783,9b374becb117586c8f66ce9a2d2b64c7,delivered,2023-09-16 21:21:01,2023-09-17 21:21:01,2023-09-21 21:21:01,2023-09-28 21:21:01,2023-09-20 21:21:01
131cb3aef60782e1c770d6512745aeb7,ca2650adf2e16045bac99fa58b1a35a6,delivered,2023-02-03 15:37:50,2023-02-03 15:37:50,2023-02-08 15:37:50,2023-02-14 15:37:50,2023-02-06 15:37:50
c8191674d7b762c9143699ea6f599cb1,449f728588753b93c0bbc6adf7089dd7,delivered,2023-03-18 22:29:58,2023-03-19 22:29:58,2023-03-20 22:29:58,2023-03-26 22:29:58,2023-03-22 22:29:58
887983eb2b868e244fc4ceab978ede5b,7e8cb19d851a496b50d5f4ff1a5caf29,delivered,2023-09-02 12:31:23,2023-09-03 12:31:23,2023-09-04 12:31:23,2023-09-08 12:31:23,2023-09-06 12:31:23
58fbd0279b9eddd48ae710594feccc37,76f057fd1a8f5631d7aa90c3291c33d5,delivered,2023-01-18 00:05:29,2023-01-21 00:05:29,2023-01-25 00:05:29,2023-01-28 00:05:29,2023-01-21 00:05:29
d8681ba38cd113f784e9e0cadd9dd795,640ca4b8601ee8d9224ecde331ce692e,delivered,2023-03-25 07:04:10,2023-03-25 07:04:10,2023-03-27 07:04:10,2023-03-31 07:04:10,2023-03-30 07:04:10
2de93c1d58cc7bca3a0b1390f8df4a51,605cdf6b8933605a627290690a270635,invoiced,2023-01-11 05:23:54,2023-01-11 05:23:54,2023-01-16 05:23:54,,2023-01-17 05:23:54
b008dcdb05e4b315bc766e1b899339ba,133d786a0224ca2df70d19de65a1fb21,delivered,2023-06-22 03:47:54,2023-06-23 03:47:54,2023-06-25 03:47:54,2023-06-29 03:47:54,2023-06-26 03:47:54
8ffd65f73add3725e146a028377d86c6,2052593c16ebbc2db9e94b910c5d6dd3,processing,2023-10-29 09:23:08,2023-10-29 09:23:08,2023-10-31 09:23:08,,2023-11-05 09:23:08
0e48641b601f7fa38de64ff0a82f0266,8f15ebce667eee4c12c94933a5b789b5,invoiced,2023-06-01 01:09:07,2023-06-01 01:09:07,2023-06-03 01:09:07,,2023-06-05 01:09:07
e81aa7899ce99074cedab028c49745f1,449f728588753b93c0bbc6adf7089dd7,delivered,2023-11-30 13:45:01,2023-11-30 13:45:01,2023-12-03 13:45:01,2023-12-10 13:45:01,2023-12-07 13:45:01
bdc8e277e0fcffccddcc043881787bf3,4158e2cff174d5803949797c3ec30635,invoiced,2023-06-01 12:50:59,2023-06-02 12:50:59,2023-06-07 12:50:59,,2023-06-05 12:50:59
36c7d1b991f3ddf2224204a2de9b570c,44a47d59f620bafb1211e806c142ae43,delivered,2023-01-28 09:26:05,2023-01-28 09:26:05,2023-01-29 09:26:05,2023-02-02 09:26:05,2023-01-31 09:26:05
10bbd4925cda0791a2c879b7bfd93217,37d16a3b73a0cc162f803d7caf9fe9b8,canceled,2023-07-05 03:14:37,2023-07-07 03:14:37,2023-07-09 03:14:37,,2023-07-09 03:14:37
4244ea361d0366b3726b2e209c3e6293,d3bdca79467ae184e5f50cbb7a518363,delivered,2023-01-02 14:43:35,2023-01-02 14:43:35,2023-01-04 14:43:35,2023-01-07 14:43:35,2023-01-06 14:43:35
f90790135cf0791c07218608ea720d5e,0a7e99fa5ef684ed5c70e38f2f801acd,invoiced,2023-05-31 07:58:05,2023-05-31 07:58:05,2023-06-03 07:58:05,,2023-06-05 07:58:05
cbcf12cf70430fdc4ce22a0539c2beb9,3e7d80fdfed273606f4c76ff8b24f98b,invoiced,2023-09-30 22:57:20,2023-10-02 22:57:20,2023-10-04 22:57:20,,2023-10-03 22:57:20
4dc72932a51e717db0f2fd5810191f8e,d570ef70643056862b66463ceca4bc6d,canceled,2023-12-28 02:23:25,2023-12-31 02:23:25,2024-01-01 02:23:25,,2024-01-01 02:23:25
1c86c498676efa27fe8470b7aff104d2,ae6ff58049cddebac89cf42a22866829,shipped,2023-02-11 06:29:46,2023-02-13 06:29:46,2023-02-16 06:29:46,,2023-02-21 06:29:46
606bcecf39b2353884f023f642b012b7,07021ae6ccb3a86f9027fac5031815c8,delivered,2023-05-31 14:04:49,2023-06-02 14:04:49,2023-06-04 14:04:49,2023-06-07 14:04:49,2023-06-07 14:04:49
f20e03300834b631089cf11c0fd6cad2,35ff4b7936d61998a8f7b74bdc67a3ab,delivered,2023-09-24 03:15:12,2023-09-26 03:15:12,2023-09-29 03:15:12,2023-10-01 03:15:12,2023-10-04 03:15:12
7eb98cbb968b4fffd87430edf8a311df,c2ded81a225343cf4b0ab01468eb41e4,delivered,2023-10-08 21:57:33,2023-10-11 21:57:33,2023-10-15 21:57:33,2023-10-20 21:57:33,2023-10-15 21:57:33
11e5a8548cf4f34d0553605f949bd620,26ad11c96f5241899cbda488b40ef717,delivered,2023-06-06 02:19:32,2023-06-09 02:19:32,2023-06-11 02:19:32,2023-06-14 02:19:32,2023-06-10 02:19:32
02ebcb818ea89cf2e28814523ea34f3f,45b2250e9a795c5321868133553c8fdf,delivered,2023-08-05 01:38:17,2023-08-06 01:38:17,2023-08-11 01:38:17,2023-08-16 01:38:17,2023-08-13 01:38:17
0421cf858afacf50ae107206018870bb,c71e17bf1ac405c787b6fc40ebb90720,delivered,2023-10-12 22:44:45,2023-10-14 22:44:45,2023-10-18 22:44:45,2023-10-20 22:44:45,2023-10-22 22:44:45
2f2be652a48576c3deec4bf4227fd4d0,a90c64082830b67983462190618c2287,processing,2023-04-14 22:31:13,2023-04-15 22:31:13,2023-04-17 22:31:13,,2023-04-23 22:31:13
9507ba3b72386762fcb27f6f8db65b62,68bc22680dd487004fd7ae67b314f1b9,delivered,2023-11-28 23:21:29,2023-11-29 23:21:29,2023-12-02 23:21:29,2023-12-07 23:21:29,2023-12-02 23:21:29
2ff97fd7d497da9a50f1887423dc446b,ea8dde2124cc2a515b4c544d7d9f1e8d,canceled,2023-06-10 16:32:52,2023-06-11 16:32:52,2023-06-14 16:32:52,,2023-06-17 16:32:52
6211c64b5592fa44dc1b738870a33ac8,c6cd4108f5acacf3022a93bc29b1df10,delivered,2023-05-01 16:56:09,2023-05-02 16:56:09,2023-05-03 16:56:09,2023-05-08 16:56:09,2023-05-06 16:56:09
dcb84c8f6d0ddf22e4a4c2d164b80f71,37d16a3b73a0cc162f803d7caf9fe9b8,invoiced,2023-11-06 04:55:57,2023-11-06 04:55:57,2023-11-09 04:55:57,,2023-11-12 04:55:57
bd6f30b17d9e014f3e711bb97a6c1a6e,e5f40fad969dcb506737f341cce70783,invoiced,2023-09-26 00:23:36,2023-09-27 00:23:36,2023-09-28 00:23:36,,2023-09-29 00:23:36
cfa9c081adad55013738b0e8ad8027cb,d7230c046bfc1efd757360b659b98ec8,delivered,2023-07-29 02:53:06,2023-07-30 02:53:06,2023-08-04 02:53:06,2023-08-05 02:53:06,2023-08-03 02:53:06
7f10b19f2eae9f47135376de0c8ab55d,4c5b1c0da2579e1d26f46dcac1b0f269,delivered,2023-09-19 21:52:30,2023-09-19 21:52:30,2023-09-22 21:52:30,2023-09-25 21:52:30,2023-09-23 21:52:30
80aa4c2ef2d60f9c8d4a0ca56b3de5be,9da7b189d205e2246e548e8c21c8dda4,shipped,2023-12-21 01:23:30,2023-12-22 01:23:30,2023-12-23 01:23:30,,2023-12-26 01:23:30
25bded60e35fface2dbb9d94d830eb9c,08326936a1f188f867af40c5bacb508d,delivered,2023-02-22 14:48:52,2023-02-25 14:48:52,2023-02-28 14:48:52,2023-03-04 14:48:52,2023-03-01 14:48:52
d5325175c864b3aed3815de474f7d96f,66547dc986629cfe9148566790429b0e,delivered,2023-11-06 02:27:00,2023-11-09 02:27:00,2023-11-13 02:27:00,2023-11-15 02:27:00,2023-11-14 02:27:00
535be18177c29c7152dacc7362c6bfc6,75e4fae73bd333921eaa9c80797fed7f,delivered,2023-09-06 22:17:09,2023-09-08 22:17:09,2023-09-12 22:17:09,2023-09-19 22:17:09,2023-09-11 22:17:09
725703d75cc7fc7b3743027dd8572095,a4a774c164a7a0690432450b26b8dc1d,delivered,2023-01-13 00:32:16,2023-01-14 00:32:16,2023-01-15 00:32:16,2023-01-16 00:32:16,2023-01-20 00:32:16
c68fe2840640a6371d35bf662938bd96,d2ae9feb47eae46ec521c650f477e927,delivered,2023-12-28 14:45:33,2023-12-30 14:45:33,2024-01-03 14:45:33,2024-01-05 14:45:33,2024-01-07 14:45:33
a04e86a2bcc4508dc79bf5d6403a57b8,fc9418d424d012927c4b7cd512e27fc3,delivered,2023-08-21 18:00:53,2023-08-21 18:00:53,2023-08-26 18:00:53,2023-09-02 18:00:53,2023-08-24 18:00:53
e75461b0d82236d7302f21cdda79f12c,a41d3fa65a59bd742c247fc0572eb4fd,delivered,2023-07-22 19:19:18,2023-07-24 19:19:18,2023-07-26 19:19:18,2023-08-01 19:19:18,2023-07-25 19:19:18
2e54d68021693d2026f981f4a4d08d7e,4c5b1c0da2579e1d26f46dcac1b0f269,delivered,2023-07-09 19:27:57,2023-07-12 19:27:57,2023-07-17 19:27:57,2023-07-24 19:27:57,2023-07-19 19:27:57
cec1e7ceaf432d2e631c247fe039bc50,d3239ca2c7cc7e9a9da2174408470d1d,processing,2023-02-19 02:51:49,2023-02-22 02:51:49,2023-02-27 02:51:49,,2023-02-22 02:51:49
e99f5b392bf781e1650f96266652d84f,d8eb743ac8a41445823bb168636e9bdc,delivered,2023-07-26 04:38:04,2023-07-27 04:38:04,2023-08-01 04:38:04,2023-08-04 04:38:04,2023-07-31 04:38:04
94b90b8840bfcd000b1fd92cecfe3049,56a823d32cddef78411b752a19e57949,processing,2023-05-01 04:57:10,2023-05-02 04:57:10,2023-05-04 04:57:10,,2023-05-11 04:57:10
03e5330250cec5f1e355be36888b33c3,f8fd0ba84a167fe482ed4a92c8c8050e,delivered,2023-10-26 09:45:26,2023-10-29 09:45:26,2023-10-30 09:45:26,2023-11-02 09:45:26,2023-11-03 09:45:26
2d626085b8a1dcc1e0cc6e99f1373745,22fcfa2fbec3924b2bff6ff09ef39e2b,delivered,2023-07-23 05:09:02,2023-07-25 05:09:02,2023-07-30 05:09:02,2023-08-05 05:09:02,2023-08-02 05:09:02
2e69da9e5f12613736fd45a8e41ebe67,7d0f86b88a0464d769082d7b1cfb2672,delivered,2023-12-23 18:14:25,2023-12-25 18:14:25,2023-12-27 18:14:25,2023-12-29 18:14:25,2023-12-30 18:14:25
c092b84d43b1bd554b2913d87e727f5b,774b325b4de8124450a620dc3ba86878,delivered,2023-11-20 15:10:11,2023-11-22 15:10:11,2023-11-25 15:10:11,2023-11-28 15:10:11,2023-11-26 15:10:11
d218b4c5ec9bf4876ad33329855905ba,1240983552b43195727a106299db94db,delivered,2023-12-10 20:09:23,2023-12-13 20:09:23,2023-12-16 20:09:23,2023-12-20 20:09:23,2023-12-19 20:09:23
f4e58cb8d8f56c2c08629243cdb19222,605cdf6b8933605a627290690a270635,delivered,2023-01-28 12:26:21,2023-01-29 12:26:21,2023-02-02 12:26:21,2023-02-05 12:26:21,2023-02-04 12:26:21
5c85ce6cf783cea1fc34499c9a6d7264,541a6cbb935b28ad011734301fadfab1,delivered,2023-07-18 19:08:54,2023-07-21 19:08:54,2023-07-26 19:08:54,2023-07-31 19:08:54,2023-07-23 19:08:54
d5df531da031b1353924719600fe2706,4c5b1c0da2579e1d26f46dcac1b0f269,delivered,2023-02-11 00:13:02,2023-02-11 00:13:02,2023-02-13 00:13:02,2023-02-19 00:13:02,2023-02-19 00:13:02
6ebd0fd638f093241dada3d360e94162,1729deca85083cc69bcb1273d4e63bc9,delivered,2023-07-27 14:23:56,2023-07-28 14:23:56,2023-07-29 14:23:56,2023-08-04 14:23:56,2023-08-03 14:23:56
315e4e327e876e0d344904615587fd79,2101af6a2911ccc3a745d8f06e656708,delivered,2023-06-01 03:55:27,2023-06-04 03:55:27,2023-06-08 03:55:27,2023-06-15 03:55:27,2023-06-06 03:55:27
342e434c1735cc8649f2dc53d280b28b,92a9d2a0f1052b6cedb0235a852e55cb,delivered,2023-08-11 22:56:16,2023-08-11 22:56:16,2023-08-13 22:56:16,2023-08-20 22:56:16,2023-08-18 22:56:16
4af0585e7f264590c938464dab47f847,541a6cbb935b28ad011734301fadfab1,shipped,2023-06-02 16:51:04,2023-06-03 16:51:04,2023-06-07 16:51:04,,2023-06-12 16:51:04
6687ade467a638cf1ae1589007e2d085,76a7e11914a85f8791bdacb37357616a,delivered,2023-08-23 17:06:48,2023-08-25 17:06:48,2023-08-27 17:06:48,2023-08-28 17:06:48,2023-08-26 17:06:48
bad6436e0e3346836aa06be1e226deac,4850a5b90255aeca7ae85c6bd4b583ac,delivered,2023-02-24 05:58:35,2023-02-26 05:58:35,2023-03-03 05:58:35,2023-03-04 05:58:35,2023-03-01 05:58:35
9c7a63cac07364dbbd876b5f50a42db0,6426fae9480469a7737ec218a5dca330,processing,2023-03-29 21:29:43,2023-04-01 21:29:43,2023-04-05 21:29:43,,2023-04-07 21:29:43
a8cc86b06201c9fe03c9c89a98212bfc,774b325b4de8124450a620dc3ba86878,delivered,2023-10-31 05:02:05,2023-11-02 05:02:05,2023-11-03 05:02:05,2023-11-07 05:02:05,2023-11-04 05:02:05
c31be8d44640b9aaf1cf4f904c960629,4af6b1ba1cd91fc56585dd1fadb6bf4c,delivered,2023-04-20 01:06:34,2023-04-22 01:06:34,2023-04-24 01:06:34,2023-04-25 01:06:34,2023-04-28 01:06:34
d70492f3eb4ccbcbd1b17d0af431e8dc,eb8c2ddfa2b7b80ea91708a494e53457,processing,2023-04-09 19:17:08,2023-04-09 19:17:08,2023-04-14 19:17:08,,2023-04-16 19:17:08
e1a4ceaea10fc1092a0e3888ef1222f8,a930241d467a182e5747340ca158f98d,delivered,2023-12-15 06:37:09,2023-12-15 06:37:09,2023-12-19 06:37:09,2023-12-25 06:37:09,2023-12-24 06:37:09
acdd5fa028959a74186919ed27600209,1503e5770f5b8dd482a5ad86e85d7798,delivered,2023-04-10 10:57:35,2023-04-13 10:57:35,2023-04-16 10:57:35,2023-04-21 10:57:35,2023-04-19 10:57:35
7acf6ae43c6aa58d702b4aa4a5601ef7,d3239ca2c7cc7e9a9da2174408470d1d,delivered,2023-01-22 15:39:04,2023-01-25 15:39:04,2023-01-29 15:39:04,2023-02-01 15:39:04,2023-01-31 15:39:04
32e96db36c0e462cb05b681875fafdd4,2c7bac1c74030e8f84c35cd515ebe6f7,delivered,2023-05-07 19:50:10,2023-05-07 19:50:10,2023-05-09 19:50:10,2023-05-15 19:50:10,2023-05-12 19:50:10
e825b7784b6ff3067cf692997eee2049,7399f4fa49ab097e4c95a9abadaea479,delivered,2023-05-24 15:33:41,2023-05-26 15:33:41,2023-05-28 15:33:41,2023-06-04 15:33:41,2023-05-27 15:33:41
62690617e92e6fefa2e9f83cbd68b72e,9c5b0d3d23221bc1cc01c80141acce3e,delivered,2023-06-20 20:28:29,2023-06-23 20:28:29,2023-06-25 20:28:29,2023-06-29 20:28:29,2023-06-30 20:28:29
64380fced1383c1f60e40fbe29b1cbad,a8a5288b3004a88d354eb1c6ce03109b,delivered,2023-02-25 05:15:18,2023-02-26 05:15:18,2023-02-28 05:15:18,2023-03-05 05:15:18,2023-03-02 05:15:18
db9313c72a8298ad62cf2e5fa0253976,929e7bbe2846d710a93e4087a18359fe,delivered,2023-11-27 08:32:46,2023-11-27 08:32:46,2023-11-29 08:32:46,2023-12-05 08:32:46,2023-12-07 08:32:46
9c94e6e9fcef0f58e1a3e76189f2ceac,605cdf6b8933605a627290690a270635,processing,2023-12-25 19:26:23,2023-12-28 19:26:23,2023-12-30 19:26:23,,2023-12-30 19:26:23
d03f712313a56077a1f5319af259d913,ba230524280555824e672750bf5b74ff,canceled,2023-05-01 00:54:53,2023-05-02 00:54:53,2023-05-05 00:54:53,,2023-05-06 00:54:53
730424f4780467f623feeb75c9cafbdf,9556033b6d2be754829dd284e1108096,delivered,2023-07-13 14:01:18,2023-07-16 14:01:18,2023-07-18 14:01:18,2023-07-19 14:01:18,2023-07-19 14:01:18
1bf28546f0d8505bbc5d4b9a3ae07700,640ca4b8601ee8d9224ecde331ce692e,delivered,2023-10-21 14:45:55,2023-10-23 14:45:55,2023-10-27 14:45:55,2023-11-01 14:45:55,2023-10-25 14:45:55
3d04e140c9c82c036ccb08e86fab0782,4850a5b90255aeca7ae85c6bd4b583ac,delivered,2023-06-29 02:45:27,2023-07-02 02:45:27,2023-07-04 02:45:27,2023-07-06 02:45:27,2023-07-09 02:45:27
595f6bb333b203f4d880c60b97f90a1b,7d0f86b88a0464d769082d7b1cfb2672,delivered,2023-03-08 11:02:37,2023-03-10 11:02:37,2023-03-14 11:02:37,2023-03-16 11:02:37,2023-03-11 11:02:37
1ddafd13d261545026219647af259707,ea8dde2124cc2a515b4c544d7d9f1e8d,delivered,2023-02-02 05:04:25,2023-02-05 05:04:25,2023-02-10 05:04:25,2023-02-12 05:04:25,2023-02-11 05:04:25
4b4bf08ecee1c4bd9b96ccf263b9e5f2,86ada1bbd016794bb1bb2f8cb22c4ec0,delivered,2023-11-04 03:32:36,2023-11-05 03:32:36,2023-11-07 03:32:36,2023-11-09 03:32:36,2023-11-10 03:32:36
6b427873665d606600be1a4081d99f0b,42293143662f2c27fd8bc4896b0d7a75,invoiced,2023-03-28 09:16:56,2023-03-30 09:16:56,2023-04-03 09:16:56,,2023-04-03 09:16:56
a2295bc757931a260b62f5d745cf925b,5f0ef1f7393e8c6854871f7de569324e,delivered,2023-10-31 03:00:03,2023-11-02 03:00:03,2023-11-07 03:00:03,2023-11-13 03:00:03,2023-11-07 03:00:03
f4458108b9553edc66d9a277560f6cd4,3ca43caf72a0a465cc0be2c71eb953a5,delivered,2023-08-10 15:22:12,2023-08-12 15:22:12,2023-08-13 15:22:12,2023-08-19 15:22:12,2023-08-17 15:22:12
674d26e03c1805307aa1716570241357,dc30543fe5a6e743849e63f8101ac616,delivered,2023-06-09 04:46:27,2023-06-12 04:46:27,2023-06-14 04:46:27,2023-06-17 04:46:27,2023-06-17 04:46:27
4bfb51cbf70b1e1a896fed635e83594a,9e5a6af18f17ca2063bea51ab23b9718,delivered,2023-11-28 10:47:32,2023-11-29 10:47:32,2023-12-02 10:47:32,2023-12-08 10:47:32,2023-12-04 10:47:32
780a023b77b830a929633db97c29d40d,95a181d2d3719da8b4591e37e1c08f65,canceled,2023-03-18 03:07:53,2023-03-18 03:07:53,2023-03-21 03:07:53,,2023-03-28 03:07:53
e5cdee7992273e2bda03294f193c8434,56a823d32cddef78411b752a19e57949,shipped,2023-09-10 11:36:45,2023-09-11 11:36:45,2023-09-12 11:36:45,,2023-09-18 11:36:45
a98e0a551db26e76b93f10dcf32c6ace,4850a5b90255aeca7ae85c6bd4b583ac,shipped,2023-06-06 19:09:31,2023-06-08 19:09:31,2023-06-11 19:09:31,,2023-06-09 19:09:31
773f6bb06eb0c080609284a1dac40e4a,adadc16800276c9d1803de701ee90e5f,delivered,2023-03-01 07:25:45,2023-03-02 07:25:45,2023-03-05 07:25:45,2023-03-08 07:25:45,2023-03-06 07:25:45
d7c8665ed62d36ca5dc6f461949a3839,a90c64082830b67983462190618c2287,delivered,2023-01-10 22:37:28,2023-01-10 22:37:28,2023-01-12 22:37:28,2023-01-18 22:37:28,2023-01-13 22:37:28
cabdbd919b69955d9c3dc63239e11b9e,9c5b0d3d23221bc1cc01c80141acce3e,delivered,2023-10-02 15:15:32,2023-10-03 15:15:32,2023-10-08 15:15:32,2023-10-13 15:15:32,2023-10-08 15:15:32
8aae54e30b27bfe2398ef4de26787dc8,a4a774c164a7a0690432450b26b8dc1d,delivered,2023-08-15 09:04:45,2023-08-18 09:04:45,2023-08-22 09:04:45,2023-08-29 09:04:45,2023-08-23 09:04:45
