order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
b200eb836d0a52383be826c2cc0786dc,2,e7fce18390bec82bf9a3d302d340790b,fdf48ed5a8ad9acc3d64f4ff09c4d8d3,2023-04-01 19:12:06,152.95,27.28
ed28ee8eae3d6b8aefecc2738f1f3ac3,1,ddcb8b674ed524ef46d385193b80acca,29ceac294c6011e2a567ce4854f86dbb,2023-04-13 19:48:51,86.19,18.87
ed28ee8eae3d6b8aefecc2738f1f3ac3,2,32e1632e4afe7cf8f7dd199620f3aece,cba43037777e760fee4076a69587ed75,2023-04-10 19:48:51,225.52,27.08
39188f52bb17bcf0f76a6a590e81a4c9,1,a3b4319e67ea5e417af562371d4618cc,7cb2e30dc80802022dd943213ac1607c,2023-04-21 11:34:31,422.32,44.53
39188f52bb17bcf0f76a6a590e81a4c9,2,0182c20898ad3a2447432b816f59302a,127efe1afcee21b7eb4091b36606720e,2023-04-21 11:34:31,294.85,25.72
776781f6da84a2afd265f662d915399e,1,f5f7d0b0a0d3e3c5d45b6321198bc893,07d835ab88ef996fc7b88c056ac7eee9,2023-05-22 16:39:51,112.99,40.58
259aa0742d047c69f17978894a459961,1,eefc3ac99ec721ffb8afe8ddfee42c7e,35974a03e4480f766fc4d868fca490f3,2023-01-10 19:24:29,146.87,43.19
259aa0742d047c69f17978894a459961,2,9e247fc7969143d9cb5c9dfdb13be5f0,695fc2aea6f142ea78ae5ef25abd9fcd,2023-01-08 19:24:29,54.18,20.5
259aa0742d047c69f17978894a459961,3,67abe3c4f944cc9b27dd722103e78717,f949306f976125c0d484cea3e9059463,2023-01-04 19:24:29,95.6,26.44
8ccd1747f569c16c845c2ace52df2276,1,799d624fc6bfc827cc1eb1405893274f,a6868ff59bbc8687c395496655306a2d,2023-01-30 18:15:06,47.1,15.81
8ccd1747f569c16c845c2ace52df2276,2,4d9dc03c0d625dff9710b6fa610ae411,fc6042aa6124bcd5f176353d5efc8953,2023-01-30 18:15:06,368.27,35.62
490d2848c0e93a07a8397db15f32fce0,1,fbd781148fcd9eaf898c3f697e64e154,a6868ff59bbc8687c395496655306a2d,2023-04-14 07:42:58,315.18,7.77
490d2848c0e93a07a8397db15f32fce0,2,c7f642c1be083c73596c08fa548418c8,7245f98daf91bb3c4c6d0420ac17e2a8,2023-04-15 07:42:58,152.05,13.78
3abc69d9a0f548c378df6987b0176a01,1,4694802e0509ba8f9b842e5b8aa4787c,da7f6462cdb831442c7c17433ddf4772,2023-02-14 09:16:51,122.23,5.26
3abc69d9a0f548c378df6987b0176a01,2,5844c2b0928856640103ad36de7466d1,a585c92bea3cd2a737498294fdf03ee7,2023-02-16 09:16:51,323.26,11.8
3abc69d9a0f548c378df6987b0176a01,3,dfe1dc3cc69f09082a76ea238f395aea,cba43037777e760fee4076a69587ed75,2023-02-14 09:16:51,108.05,16.28
c6e13e4f2907af8ed5402c1e967562f2,1,9a66ed08b70b374abfa949f53076d253,8121f36d81d0012c14f656b463697907,2023-09-02 04:25:42,40.57,39.15
c6e13e4f2907af8ed5402c1e967562f2,2,aeeb49634907410812f5cd68289c3888,e9a971758a444485ee954d8646ace2c4,2023-08-31 04:25:42,488.48,19.09
953aa707768a59951d330df4b32de0b6,1,aeeb49634907410812f5cd68289c3888,29ceac294c6011e2a567ce4854f86dbb,2023-05-26 09:00:37,462.66,32.21
953aa707768a59951d330df4b32de0b6,2,e30fec0fe65237090bf6d0324ae54dda,35974a03e4480f766fc4d868fca490f3,2023-05-28 09:00:37,297.52,5.26
afe1b7eaa72c88355a8294a5b56f5511,1,4d9dc03c0d625dff9710b6fa610ae411,050bd681b95f7007e781bbe7b3f04cd3,2023-02-10 16:14:13,321.33,32.73
afe1b7eaa72c88355a8294a5b56f5511,2,8aac10c65d9e092f2ec5da9d20f80fe5,b42e16604f396d284e01d4717fe717e9,2023-02-09 16:14:13,379.07,46.49
afe1b7eaa72c88355a8294a5b56f5511,3,6c9612b15f8f8860cf0786bf2d29f7c0,85ca0c7ab809390b95e238eb48823955,2023-02-10 16:14:13,460.67,34.13
50d041747ca5278bb1c754c934e35783,1,0b905fe68bc18aeff59ef5c3592510f9,bb76ce79caf110000407bf15afb54a40,2023-09-22 21:21:01,472.77,27.15
50d041747ca5278bb1c754c934e35783,2,67abe3c4f944cc9b27dd722103e78717,6def88948fbac75d5e8d356c1a7de30c,2023-09-17 21:21:01,210.03,24.44
50d041747ca5278bb1c754c934e35783,3,b2efaa4a904f7cbd78eb9503c106f9fc,35974a03e4480f766fc4d868fca490f3,2023-09-19 21:21:01,20.34,17.04
131cb3aef60782e1c770d6512745aeb7,1,4f65ccd063a5a4fe0166449d8ecb5882,ec0e6a401f917758498c12a9da03b2fd,2023-02-06 15:37:50,180.1,39.07
131cb3aef60782e1c770d6512745aeb7,2,9a33653edbfe98c567868de02df01c12,85ca0c7ab809390b95e238eb48823955,2023-02-10 15:37:50,31.25,46.68
c8191674d7b762c9143699ea6f599cb1,1,54fa0b20b53deb1201275c9d026ce113,326f1998d4194ab19b0dabc584b6c3f4,2023-03-23 22:29:58,265.38,40.17
c8191674d7b762c9143699ea6f599cb1,2,661e8aa8c760145c4e38eaa18076cda3,311b7b69684e7c8579d95b9b6c356343,2023-03-23 22:29:58,443.93,6.15
c8191674d7b762c9143699ea6f599cb1,3,03f836e1d0275b123e5d8297d68e9fd4,f72185b65127e15e6d270f13e7f96d49,2023-03-19 22:29:58,308.01,5.08
887983eb2b868e244fc4ceab978ede5b,1,e5cf0a645a523e1f2b7c9bfa9d17cc34,7a6b525f65e9b0cf67f2e39feb6cabc5,2023-09-03 12:31:23,233.55,2.38
887983eb2b868e244fc4ceab978ede5b,2,9e247fc7969143d9cb5c9dfdb13be5f0,8f084cc3803a38569e43d16a7f63422a,2023-09-04 12:31:23,101.19,21.9
887983eb2b868e244fc4ceab978ede5b,3,f148cfc53deb863a9115b0d8f9149eb7,03ccff171cc71a41c563fbe9fcf258b3,2023-09-04 12:31:23,67.27,38.4
58fbd0279b9eddd48ae710594feccc37,1,579f1970b2742d8d5225cc605c8c7742,311b7b69684e7c8579d95b9b6c356343,2023-01-19 00:05:29,33.8,32.67
58fbd0279b9eddd48ae710594feccc37,2,3e67e73fea12636df578f637e849b290,ca6f8a24541d8461f1e43fed9eeaf0f5,2023-01-22 00:05:29,57.3,32.0
58fbd0279b9eddd48ae710594feccc37,3,848c2d49060609043555886932435a5d,b01e74d4e348310acff28fe3c3b11d21,2023-01-20 00:05:29,308.95,18.48
d8681ba38cd113f784e9e0cadd9dd795,1,e6ec4daa07a2ad08ced377965371ea0c,970e3b7c6567be1435f72da9cdf5c1e1,2023-03-31 07:04:10,439.4,39.79
d8681ba38cd113f784e9e0cadd9dd795,2,e8a80d4056afe960cc6c82a1895ae38c,ca6f8a24541d8461f1e43fed9eeaf0f5,2023-03-28 07:04:10,42.93,41.34
2de93c1d58cc7bca3a0b1390f8df4a51,1,4815d02e4421150340961c7ebc248ca8,8f084cc3803a38569e43d16a7f63422a,2023-01-13 05:23:54,10.6,8.29
2de93c1d58cc7bca3a0b1390f8df4a51,2,4f65ccd063a5a4fe0166449d8ecb5882,695fc2aea6f142ea78ae5ef25abd9fcd,2023-01-18 05:23:54,253.33,7.06
2de93c1d58cc7bca3a0b1390f8df4a51,3,4b42d547d5c2d2d5db0b16ee6f732d72,1440f5bde9d5145e23c34d88dc89b484,2023-01-14 05:23:54,242.18,13.83
b008dcdb05e4b315bc766e1b899339ba,1,a3b4319e67ea5e417af562371d4618cc,bb76ce79caf110000407bf15afb54a40,2023-06-29 03:47:54,69.01,10.69
b008dcdb05e4b315bc766e1b899339ba,2,577405955632d985c17bba9e111cf1f0,25af393d77081c9179ef47cc42d03a5d,2023-06-25 03:47:54,405.39,11.74
8ffd65f73add3725e146a028377d86c6,1,cb78e3d286480638ffee88f53ecad620,a413f8583a1af02b4aa6e321e4881fdd,2023-11-01 09:23:08,40.1,21.67
8ffd65f73add3725e146a028377d86c6,2,8aac10c65d9e092f2ec5da9d20f80fe5,8121f36d81d0012c14f656b463697907,2023-11-02 09:23:08,497.05,44.01
8ffd65f73add3725e146a028377d86c6,3,e6ec4daa07a2ad08ced377965371ea0c,bb76ce79caf110000407bf15afb54a40,2023-10-30 09:23:08,389.82,5.77
0e48641b601f7fa38de64ff0a82f0266,1,9a66ed08b70b374abfa949f53076d253,8121f36d81d0012c14f656b463697907,2023-06-02 01:09:07,387.72,5.2
0e48641b601f7fa38de64ff0a82f0266,2,eedcd10503a8214d869f77df37a7fa20,f72185b65127e15e6d270f13e7f96d49,2023-06-07 01:09:07,349.03,38.57
0e48641b601f7fa38de64ff0a82f0266,3,f1c098c4dde69faa39ad684661340743,cba43037777e760fee4076a69587ed75,2023-06-06 01:09:07,437.06,33.29
e81aa7899ce99074cedab028c49745f1,1,c7f642c1be083c73596c08fa548418c8,f949306f976125c0d484cea3e9059463,2023-12-03 13:45:01,19.8,17.33
e81aa7899ce99074cedab028c49745f1,2,44eda92391ffa76df9f8809e21d03e0b,9948d2853cd39f1bf471d37223134996,2023-12-01 13:45:01,313.51,7.24
e81aa7899ce99074cedab028c49745f1,3,c5081d2a52faa05fea621ae19567909c,050bd681b95f7007e781bbe7b3f04cd3,2023-12-03 13:45:01,486.5,9.13
bdc8e277e0fcffccddcc043881787bf3,1,b890314c4c9aaf9569e5d5c8768b1e3d,7a6b525f65e9b0cf67f2e39feb6cabc5,2023-06-02 12:50:59,254.82,14.28
bdc8e277e0fcffccddcc043881787bf3,2,21755f77ba249c1ad8499f622f597cee,602dce787b6ea09b7e424512d370ccec,2023-06-02 12:50:59,185.36,42.63
36c7d1b991f3ddf2224204a2de9b570c,1,eedcd10503a8214d869f77df37a7fa20,fa60ca2921625064f837b6f2f0f15743,2023-01-31 09:26:05,230.29,43.0
36c7d1b991f3ddf2224204a2de9b570c,2,0182c20898ad3a2447432b816f59302a,da7f6462cdb831442c7c17433ddf4772,2023-02-02 09:26:05,443.68,7.26
10bbd4925cda0791a2c879b7bfd93217,1,98db70f66459cc09a140a98f1bcda403,a413f8583a1af02b4aa6e321e4881fdd,2023-07-10 03:14:37,297.78,11.21
10bbd4925cda0791a2c879b7bfd93217,2,0182c20898ad3a2447432b816f59302a,1440f5bde9d5145e23c34d88dc89b484,2023-07-08 03:14:37,64.22,6.23
10bbd4925cda0791a2c879b7bfd93217,3,f148cfc53deb863a9115b0d8f9149eb7,050bd681b95f7007e781bbe7b3f04cd3,2023-07-11 03:14:37,379.31,15.51
4244ea361d0366b3726b2e209c3e6293,1,33952c2b92bdc5bf5ea332ac7b389057,cba43037777e760fee4076a69587ed75,2023-01-09 14:43:35,417.02,39.49
f90790135cf0791c07218608ea720d5e,1,e6ec4daa07a2ad08ced377965371ea0c,025ad37be12bf975b08ba1748614f56e,2023-06-05 07:58:05,367.41,18.64
f90790135cf0791c07218608ea720d5e,2,44eda92391ffa76df9f8809e21d03e0b,ee129a7f541c268322b00c1a90e2edc3,2023-06-02 07:58:05,171.34,16.46
cbcf12cf70430fdc4ce22a0539c2beb9,1,1decc55e1dc629cd4edd2c0a89e6f1f6,a6868ff59bbc8687c395496655306a2d,2023-10-06 22:57:20,362.69,49.01
4dc72932a51e717db0f2fd5810191f8e,1,f148cfc53deb863a9115b0d8f9149eb7,85ca0c7ab809390b95e238eb48823955,2024-01-04 02:23:25,281.46,4.61
1c86c498676efa27fe8470b7aff104d2,1,6c9612b15f8f8860cf0786bf2d29f7c0,a585c92bea3cd2a737498294fdf03ee7,2023-02-18 06:29:46,96.65,30.35
1c86c498676efa27fe8470b7aff104d2,2,f148cfc53deb863a9115b0d8f9149eb7,8f084cc3803a38569e43d16a7f63422a,2023-02-14 06:29:46,367.74,15.62
606bcecf39b2353884f023f642b012b7,1,03f836e1d0275b123e5d8297d68e9fd4,7a6b525f65e9b0cf67f2e39feb6cabc5,2023-06-03 14:04:49,28.74,23.12
606bcecf39b2353884f023f642b012b7,2,8585dde7ce6be186544c4a76fa93360a,03ccff171cc71a41c563fbe9fcf258b3,2023-06-01 14:04:49,80.43,37.16
f20e03300834b631089cf11c0fd6cad2,1,d40d6407ad68eeb78e1daee9d138f28b,8121f36d81d0012c14f656b463697907,2023-10-01 03:15:12,364.66,16.17
f20e03300834b631089cf11c0fd6cad2,2,36f1af72b314e6faee1e9149bf3742cb,8f084cc3803a38569e43d16a7f63422a,2023-09-30 03:15:12,250.08,2.93
f20e03300834b631089cf11c0fd6cad2,3,58e978702c40771dd6191a12ea9c96e2,f72185b65127e15e6d270f13e7f96d49,2023-09-30 03:15:12,135.54,17.92
7eb98cbb968b4fffd87430edf8a311df,1,755ba859fc5b922fefc652de0c53a3f2,050bd681b95f7007e781bbe7b3f04cd3,2023-10-10 21:57:33,235.5,13.44
7eb98cbb968b4fffd87430edf8a311df,2,3e67e73fea12636df578f637e849b290,1440f5bde9d5145e23c34d88dc89b484,2023-10-10 21:57:33,136.47,42.96
11e5a8548cf4f34d0553605f949bd620,1,ddcb8b674ed524ef46d385193b80acca,f72185b65127e15e6d270f13e7f96d49,2023-06-12 02:19:32,313.16,26.47
11e5a8548cf4f34d0553605f949bd620,2,58e978702c40771dd6191a12ea9c96e2,03ccff171cc71a41c563fbe9fcf258b3,2023-06-08 02:19:32,376.86,45.27
02ebcb818ea89cf2e28814523ea34f3f,1,7ab393067391f202231ab77a09b11622,ca6f8a24541d8461f1e43fed9eeaf0f5,2023-08-07 01:38:17,118.36,3.26
0421cf858afacf50ae107206018870bb,1,4815d02e4421150340961c7ebc248ca8,03ccff171cc71a41c563fbe9fcf258b3,2023-10-14 22:44:45,203.82,29.8
0421cf858afacf50ae107206018870bb,2,579f1970b2742d8d5225cc605c8c7742,050bd681b95f7007e781bbe7b3f04cd3,2023-10-13 22:44:45,263.73,25.62
2f2be652a48576c3deec4bf4227fd4d0,1,3cc02d5cecd26b065930ba2224fc6eb7,fa60ca2921625064f837b6f2f0f15743,2023-04-20 22:31:13,176.35,44.32
9507ba3b72386762fcb27f6f8db65b62,1,6c9612b15f8f8860cf0786bf2d29f7c0,bb76ce79caf110000407bf15afb54a40,2023-12-05 23:21:29,89.7,39.85
9507ba3b72386762fcb27f6f8db65b62,2,d19a43532ffff2508343dc31dd865b57,dfd1d98127fb590d54d4d04f24625618,2023-12-04 23:21:29,445.29,34.05
9507ba3b72386762fcb27f6f8db65b62,3,7ab393067391f202231ab77a09b11622,25af393d77081c9179ef47cc42d03a5d,2023-12-04 23:21:29,26.44,16.66
2ff97fd7d497da9a50f1887423dc446b,1,4694802e0509ba8f9b842e5b8aa4787c,fc556c18c33acb1f3ae7c6a30705fea6,2023-06-11 16:32:52,485.63,8.38
6211c64b5592fa44dc1b738870a33ac8,1,eb752e663ca094cf1af78629e8b2d597,dfd1d98127fb590d54d4d04f24625618,2023-05-03 16:56:09,415.49,24.97
dcb84c8f6d0ddf22e4a4c2d164b80f71,1,cbeaffe52999befbca9a3832ab39e384,8121f36d81d0012c14f656b463697907,2023-11-07 04:55:57,185.87,3.58
dcb84c8f6d0ddf22e4a4c2d164b80f71,2,800ec816c12888ca720bfb730737310d,bb76ce79caf110000407bf15afb54a40,2023-11-10 04:55:57,57.52,33.84
dcb84c8f6d0ddf22e4a4c2d164b80f71,3,bdde1e5aa002d2245af104fb1ec8a1fe,602dce787b6ea09b7e424512d370ccec,2023-11-10 04:55:57,276.09,21.34
bd6f30b17d9e014f3e711bb97a6c1a6e,1,eedcd10503a8214d869f77df37a7fa20,6def88948fbac75d5e8d356c1a7de30c,2023-09-30 00:23:36,209.48,18.26
bd6f30b17d9e014f3e711bb97a6c1a6e,2,b2efaa4a904f7cbd78eb9503c106f9fc,8f084cc3803a38569e43d16a7f63422a,2023-09-27 00:23:36,315.18,16.6
bd6f30b17d9e014f3e711bb97a6c1a6e,3,efd454b093c3fa08a1fde21581e425f4,07d835ab88ef996fc7b88c056ac7eee9,2023-09-29 00:23:36,292.73,28.02
cfa9c081adad55013738b0e8ad8027cb,1,62bf9817561ebd486bdac5766c0b12c0,03ccff171cc71a41c563fbe9fcf258b3,2023-08-01 02:53:06,449.12,16.1
cfa9c081adad55013738b0e8ad8027cb,2,eb752e663ca094cf1af78629e8b2d597,8f084cc3803a38569e43d16a7f63422a,2023-08-03 02:53:06,167.16,35.42
cfa9c081adad55013738b0e8ad8027cb,3,18210296eab769d2b81c4dbd1629c317,311b7b69684e7c8579d95b9b6c356343,2023-08-05 02:53:06,254.02,11.11
7f10b19f2eae9f47135376de0c8ab55d,1,4b42d547d5c2d2d5db0b16ee6f732d72,127efe1afcee21b7eb4091b36606720e,2023-09-25 21:52:30,275.4,6.26
7f10b19f2eae9f47135376de0c8ab55d,2,67abe3c4f944cc9b27dd722103e78717,225611c0871fcaf022f5ad590e509f9d,2023-09-23 21:52:30,267.42,20.91
80aa4c2ef2d60f9c8d4a0ca56b3de5be,1,252bfa99ef70be26fa078d82102a0ca1,602dce787b6ea09b7e424512d370ccec,2023-12-26 01:23:30,408.63,10.87
80aa4c2ef2d60f9c8d4a0ca56b3de5be,2,bc8a0aac5beadc6b570a2e2bd428762d,25af393d77081c9179ef47cc42d03a5d,2023-12-24 01:23:30,305.58,6.68
25bded60e35fface2dbb9d94d830eb9c,1,62bf9817561ebd486bdac5766c0b12c0,695fc2aea6f142ea78ae5ef25abd9fcd,2023-02-26 14:48:52,154.71,40.1
25bded60e35fface2dbb9d94d830eb9c,2,5844c2b0928856640103ad36de7466d1,fa60ca2921625064f837b6f2f0f15743,2023-02-25 14:48:52,380.53,34.51
25bded60e35fface2dbb9d94d830eb9c,3,ab70d86217ba0d96305a09c3b8293de0,fc556c18c33acb1f3ae7c6a30705fea6,2023-02-28 14:48:52,291.2,5.39
d5325175c864b3aed3815de474f7d96f,1,579f1970b2742d8d5225cc605c8c7742,9948d2853cd39f1bf471d37223134996,2023-11-10 02:27:00,325.07,49.4
d5325175c864b3aed3815de474f7d96f,2,d9a372d759ecd34c719c20b8d86abd02,f949306f976125c0d484cea3e9059463,2023-11-10 02:27:00,56.86,10.71
d5325175c864b3aed3815de474f7d96f,3,b6fada005b4cc650ea24eb8561e9daa2,3e2f2b403806c79408177c0cb91fe6a7,2023-11-12 02:27:00,345.3,40.53
535be18177c29c7152dacc7362c6bfc6,1,e1d121eb3dc09301650f4bf18c854c29,cba43037777e760fee4076a69587ed75,2023-09-07 22:17:09,184.67,12.83
